season,player_id,person_id,career_id,name,bats,throws,position,height_in,weight_lb,dob,hometown,status,jersey,team_slug
2024,3ruwiu3iab87xgzt,3ruwiu3iab87xgzt,career:07c3a93578f33a01,Stephen Still,L,L,P,,190,2002-04-27,Baton Rouge,Active,19,grandjunctionjackalopes
2024,g9dq0iop5jmi1z2o,g9dq0iop5jmi1z2o,career:73de35c3b1edd1a0,Alec Ackerman,R,R,IF,,210,1999-06-17,"Omaha, Nebraska",Active,20,grandjunctionjackalopes
2024,acgeqluwn6o3db1x,acgeqluwn6o3db1x,career:9f41b7aff734b1af,JC Ariza,R,R,RHP,77,235,,"Belleville, NJ",Active,21,grandjunctionjackalopes
2024,yjiiy4isr3z5qzuo,yjiiy4isr3z5qzuo,career:b5b668a40bf70ff8,Will Levine,R,R,RHP,74,215,2000-02-10,"Mission Viejo, CA",Active,22,grandjunctionjackalopes
2024,y46ubyxbspn907xq,y46ubyxbspn907xq,career:b9c63147806e4ff8,Sam Kuchinski,R,R,INF,70,225,1999-07-22,"Powder Springs, GA",Active,23,grandjunctionjackalopes
2024,6gh29uvqkcoklgag,6gh29uvqkcoklgag,career:b5a484d2bc3bf34c,Riley Egloff,R,R,RHP,,210,,"Denver, CO",Active,24,grandjunctionjackalopes
2024,82jsrkq8ywopfliv,82jsrkq8ywopfliv,career:8823b1bfe5e65815,Omar Veloz,R,R,C,,210,1999-10-21,Chandler,Active,25,grandjunctionjackalopes
2024,ut1ydevpks3t1way,ut1ydevpks3t1way,career:2215e476f7f25d18,Austin Shumaker,L,R,C,74,205,1997-03-18,"Chandler, Arizona",Injured,26,grandjunctionjackalopes
2024,91diju6y3ix8st0e,91diju6y3ix8st0e,career:b09406f861ee907a,Evan Massie,R,L,P,,215,1999-12-26,Boise,Active,27,grandjunctionjackalopes
2024,0or6g0vtuqazzkp0,0or6g0vtuqazzkp0,career:e72b2e731b5c9e68,Conrad Villafuerte,R,R,OF/1B,75,230,,"Fountain Valley, California",Active,28,grandjunctionjackalopes
2024,2odthldpoj3pg1gq,2odthldpoj3pg1gq,career:e90cc7c0808c5504,Kelly Dugan,L,R,1B/OF,75,230,1990-09-18,"Sherman Oaks, California",Active,30,grandjunctionjackalopes
2024,b5yq1k0m1qmig433,b5yq1k0m1qmig433,career:170b66bd57cfbcf7,Trey Valka,R,R,RHP,75,185,2000-10-08,"Spring, TX",Active,31,grandjunctionjackalopes
2024,ldiy9pp3n3t3qm2i,ldiy9pp3n3t3qm2i,career:a5624486b2e21a9a,Aydan Alger,L,L,LHP,,220,,"Lancaster, CA",Active,32,grandjunctionjackalopes
2024,6m1xtdhif0nm6ymh,6m1xtdhif0nm6ymh,career:f4c7aba2b82585e5,Will Buraconak,L,L,LHP,80,250,1998-03-07,"Farmington Hill, MI",Active,33,grandjunctionjackalopes
2024,ltqef5sugi2oso19,ltqef5sugi2oso19,career:0e6fd13db5b629d7,Jonathan Tyler,R,R,RHP,77,240,,"Santa Clarita, California",Inactive,41,grandjunctionjackalopes
2024,m54aubx0z8ico7y0,m54aubx0z8ico7y0,career:e02debe2bb4adc84,Matt Tomazin,R,R,RHP,,200,1997-06-04,"Corona, California",Inactive,47,grandjunctionjackalopes
2024,7016zvbghp4t4gjp,7016zvbghp4t4gjp,career:00565408ece7ad5c,Sam Olsson,R,R,C,73,210,1998-10-29,"Eugene, Oregon",Inactive,48,grandjunctionjackalopes
2024,qpnowzb6cmqbtw35,qpnowzb6cmqbtw35,career:9e44f3ace3ab24a1,Myles Rothfarb,R,R,RHP,74,175,,"Culver City, California",Inactive,49,grandjunctionjackalopes
2024,g9wpj4wrp7ea9dj7,g9wpj4wrp7ea9dj7,career:b97c35f9cb030580,Jeff Disla,R,R,IF,,175,1995-07-25,"Paterson, New Jersey",Inactive,50,grandjunctionjackalopes
2024,2n0lr1v5l2udunh8,2n0lr1v5l2udunh8,career:031d24402c93f24a,Matt Turner,R,R,OF,77,225,1999-02-18,"Broomfield, Colorado",Inactive,52,grandjunctionjackalopes
2024,i932tnj9zga9mdcv,i932tnj9zga9mdcv,career:cf705d8f2447fb26,Andrew Martinez,R,R,,,,,,Inactive,53,grandjunctionjackalopes
2024,oykatqfcb3ofpwle,oykatqfcb3ofpwle,career:3fe003af677f6b71,Reagan Guthrie,R,R,,,,,,Inactive,54,grandjunctionjackalopes
2024,8itf25pnv21840y3,8itf25pnv21840y3,career:e4a1dd7aee46b75f,Mike Bathauer,R,R,IF,73,220,,"Kingman, Arizona",Inactive,55,grandjunctionjackalopes
2024,1rduk3440ur40ih4,1rduk3440ur40ih4,career:e9dfbdfaa8c71cc0,Frank Racioppo,R,R,RHP,71,180,,"Scottsdale, Arizona",Inactive,56,grandjunctionjackalopes
2024,kpyafixbkakvgy9n,kpyafixbkakvgy9n,career:c38ab4146119f6c4,Zach Martinez,R,R,RHP,,180,2001-01-06,"Peoria, Arizona",Inactive,57,grandjunctionjackalopes
2024,bm4zgbbawzmawx4k,bm4zgbbawzmawx4k,career:975b45cf9c2b701b,Lavoisier Fisher,L,R,OF,75,200,,"Suwanee, Georgia",Inactive,59,grandjunctionjackalopes
2024,igpgjm3350fbl2y0,igpgjm3350fbl2y0,career:e622ea5a53df4b0f,Connor Barton,R,R,RHP,,205,2001-06-07,"Tucson, Arizona",Inactive,60,grandjunctionjackalopes
2024,mpqhahm6uk9jlpg3,mpqhahm6uk9jlpg3,career:38c708c4865d4380,Elijah Johnson,R,R,RHP,73,215,1998-09-01,"Omaha, Nebraska",Inactive,61,grandjunctionjackalopes
2024,m00c8nef4jv03n0f,m00c8nef4jv03n0f,career:64d1d1037c99e2c6,Nathan Gilman,R,R,RHP,75,220,1997-09-14,"Chino Hills, California",Inactive,62,grandjunctionjackalopes
2024,fuiu6kyfxmhxg49t,fuiu6kyfxmhxg49t,career:a1767822fd18c22c,Holden Breeze,R,R,IF,,170,2000-10-03,"Gilbert, AZ",Inactive,63,grandjunctionjackalopes
2024,vfg97jm9covxbdwu,vfg97jm9covxbdwu,career:38c407bde8d92947,Isiah Campa,L,R,RHP,,195,,"El Paso, TX",Inactive,64,grandjunctionjackalopes
2024,dc0w9m8fsjh9rwjm,dc0w9m8fsjh9rwjm,career:d837e2b62b608d6b,Cole Lee,L,L,OF/LHP,69,180,1998-06-24,"Oklahoma City, Oklahoma",Inactive,65,grandjunctionjackalopes
2024,3k0xrvgpsk4fv7mw,3k0xrvgpsk4fv7mw,career:6329c75afb589643,Josh Verdon,R,R,RHP,,195,,"San Diego, California",Inactive,66,grandjunctionjackalopes
2024,3ligjqe916cwycjc,3ligjqe916cwycjc,career:7b499d14bcf36613,Drew Marrufo,R,R,RHP,74,210,1999-05-04,"Santa Teresa, NM",Inactive,67,grandjunctionjackalopes
2024,8cvix761yeo00w6s,8cvix761yeo00w6s,career:03123c5414f1859c,Rafael Cortez,L,L,LHP,,180,1996-11-05,"Anaheim, CA",Inactive,68,grandjunctionjackalopes
2024,253oik0z5zwh3dfy,253oik0z5zwh3dfy,career:681d1860ce34e8cb,Rene Galvan,R,R,RHP,,205,2001-04-23,"Los Angeles, CA",Inactive,69,grandjunctionjackalopes
2024,5y0gp2b2p386h6ro,5y0gp2b2p386h6ro,career:b4194aaed2f24f2f,Ryan Lachemann,R,R,RHP,,185,,"Jan Juan Capistrano, CA",Inactive,70,grandjunctionjackalopes
2024,o79hw19jki7z7fbj,o79hw19jki7z7fbj,career:5713cd231a6fb52e,Tyler Lasch,R,R,C,,205,,"Lake Forest, CA",Inactive,71,grandjunctionjackalopes
2024,otrpfmfyeyv3ovg0,otrpfmfyeyv3ovg0,career:da3407e82116aaa5,Chayce Bryant,R,R,OF,,225,,"Atlanta, GA",Inactive,72,grandjunctionjackalopes
2024,8dl9lp115awhuwi8,8dl9lp115awhuwi8,career:cd802a19218a82bb,Zach Hill,L,L,LHP,,215,,"Boise, ID",Inactive,73,grandjunctionjackalopes
2024,8cllut58pyn8yi7j,8cllut58pyn8yi7j,career:bfb33cb7346215c0,Dustin Schorie,R,R,RHP,,235,1998-10-09,Chandler,Inactive,74,grandjunctionjackalopes
2024,xe2dadix8ufcbksu,xe2dadix8ufcbksu,career:1177d5862cad597e,Damian Henderson,L,L,OF,73,230,1997-07-14,"Raleigh, North Carolina",Inactive,75,grandjunctionjackalopes
2024,fa6zbuk5l4f68z7k,fa6zbuk5l4f68z7k,career:fbc6f30f5c1ac8b6,Diego Jordan,R,R,RHP,,200,1999-09-05,"Chandler, Arizona",Inactive,76,grandjunctionjackalopes
2024,pesp4dvx1ealaw3m,pesp4dvx1ealaw3m,career:2333d28f39a07a06,Xane Washington,S,R,OF,73,185,1999-08-11,"Houma, LA",Active,1,greatfallsvoyagers
2024,pqj1tua56mz1jf4s,pqj1tua56mz1jf4s,career:4f830d161e866b42,Jack Lynch,L,R,IF,77,215,1999-01-25,,Active,2,greatfallsvoyagers
2024,5vd6dwoaj00ngle4,5vd6dwoaj00ngle4,career:230ae02ba8e3d61f,Caden Green,R,R,IF,,164,,,Active,3,greatfallsvoyagers
2024,of30cu7blhtqgcjj,of30cu7blhtqgcjj,career:7cbed0ee18eabcd7,Ryan Major,R,R,OF,70,185,2000-04-23,"Chula Vista, CA",Active,4,greatfallsvoyagers
2024,uovggtnkh4gyqp5c,uovggtnkh4gyqp5c,career:80f25a837012e0ab,Hylan Hall,R,R,OF,75,210,2001-01-19,,Active,5,greatfallsvoyagers
2024,k0pbya4a5lsi76d0,k0pbya4a5lsi76d0,career:30d77e738f7f6973,Roberto Gonzalez,R,R,IF,,,2001-02-27,,Inactive,6,greatfallsvoyagers
2024,hwvwiq264gkppgh0,hwvwiq264gkppgh0,career:e4295b208bc781af,Devin Hurdle,R,R,IF,,190,,,Active,6,greatfallsvoyagers
2024,g6ywfhe3b2k1o8bc,g6ywfhe3b2k1o8bc,career:abc8829c0466017e,Trae Robertson,L,L,,77,205,1999-11-10,"Columbia, MO",Active,7,greatfallsvoyagers
2024,jwty0796sgwjyobt,jwty0796sgwjyobt,career:b1bb7851870a5be0,Jason Pineda,R,R,P,73,235,1999-11-22,,Active,8,greatfallsvoyagers
2024,en3s39qfbmkhybft,en3s39qfbmkhybft,career:f1574a8553470487,Oscar Serratos Jr.,R,R,,,,,,Active,9,greatfallsvoyagers
2024,rj5px14vz0mi07v5,rj5px14vz0mi07v5,career:f6a4971a2f9da9b9,Riley Phillips,L,L,P,,200,2002-01-09,,Injured,10,greatfallsvoyagers
2024,63j1hep73rmd3z68,63j1hep73rmd3z68,career:ec665b7c147e11f7,Braden Forsyth,R,R,P,75,210,2000-05-09,"Coldwater, MS",Active,11,greatfallsvoyagers
2024,8dc0xjaimvr4n7w1,8dc0xjaimvr4n7w1,career:959a60a36c1e5d24,Nick Marshall,R,R,RHP,,,,,Active,12,greatfallsvoyagers
2024,yq2oka34kos6ljto,yq2oka34kos6ljto,career:648a91cdfd6140f3,Cael Chatham,L,R,IF,,195,2000-06-21,,Active,13,greatfallsvoyagers
2024,6nywmed9qtmn0mqr,6nywmed9qtmn0mqr,career:cc629a2542cc0343,Nolan LaMere,R,R,,,230,1999-10-06,"Harrison Township, MI",Inactive,14,greatfallsvoyagers
2024,lvew0k90t2ty8hso,lvew0k90t2ty8hso,career:86cf4c96f190950d,Will Spear,,,C,,,2001-01-09,,Active,15,greatfallsvoyagers
2024,iepo38tl6j9om1qw,iepo38tl6j9om1qw,career:866331df68fa9b4b,Danny Galvan,R,R,,71,190,2000-08-23,"Key West, FL",Injured,16,greatfallsvoyagers
2024,y7j2xeviqqqs87ak,y7j2xeviqqqs87ak,career:be5b63549c081d16,Stephen Greenlees,R,R,RHP,76,215,1996-05-07,,Inactive,16,greatfallsvoyagers
2024,0n33dnoom7cn5786,0n33dnoom7cn5786,career:41022cd68e055c1c,joshua Mosley,R,R,C,71,225,1998-08-13,"Chicago, IL",Inactive,17,greatfallsvoyagers
2024,6htbja5oyxa9qeqq,6htbja5oyxa9qeqq,career:2dab0cb7346947e8,Jeff Nicol,R,R,,,195,,,Active,17,greatfallsvoyagers
2024,a7jiqmpsr66x826b,a7jiqmpsr66x826b,career:d086c070d6f849e7,Kenny Carrillo,R,R,,,190,1998-11-23,"Bellflower, CA",Active,18,greatfallsvoyagers
2024,7rh5yr9h3xlxs4iz,7rh5yr9h3xlxs4iz,career:f1e7840c7b927835,Cameron (CJ) Czerwinski,R,R,,,210,,,Active,19,greatfallsvoyagers
2024,eg1e8i0j6jywoeie,eg1e8i0j6jywoeie,career:3c58974867a32b8d,Carter Gannaway,R,R,RHP,,,2001-02-14,"Decatur, AL",Inactive,19,greatfallsvoyagers
2024,o1pnmf0waxicfuty,o1pnmf0waxicfuty,career:d9ceb47b89062dcc,Jordan Hamberg,L,L,P,,195,,,Active,20,greatfallsvoyagers
2024,zw6qly6xv4zlnkxp,zw6qly6xv4zlnkxp,career:92282664f180f7ec,Dayan Reinoso,R,R,RHP,73,210,1998-08-27,"Paterson, NJ",Active,22,greatfallsvoyagers
2024,ejjvip09zufm08ji,ejjvip09zufm08ji,career:776d859a9d1fbee5,Freddy Rojas Jr.,L,R,IF,75,210,1999-06-12,,Active,23,greatfallsvoyagers
2024,hwskb8dtc3qd177z,hwskb8dtc3qd177z,career:daaa8bf224502ae4,Kody Putnam,R,R,INF,,,2001-05-15,,Injured,24,greatfallsvoyagers
2024,wpebuc2h72yqf7rv,wpebuc2h72yqf7rv,career:9dbacce900b5c4c6,Austin Stubber,R,R,P,,200,1998-12-16,,Active,24,greatfallsvoyagers
2024,k5rcleqay7vnp21i,k5rcleqay7vnp21i,career:10352b716e507a55,Jose Torrealba,L,L,LHP,,,1998-05-15,,Inactive,25,greatfallsvoyagers
2024,5xj2lbx8gibqbtme,5xj2lbx8gibqbtme,career:4c395663f78c365a,Caleb Turner,R,R,RHR,75,225,1999-11-10,,Inactive,26,greatfallsvoyagers
2024,n6jqxkj57eb6vv1f,n6jqxkj57eb6vv1f,career:41c103baf091b2d9,Zach Voelker,R,R,P,,215,,,Active,26,greatfallsvoyagers
2024,jnsuvhv8ig4nksqa,jnsuvhv8ig4nksqa,career:ecc93aa2289712a4,Steven Washilewski,R,L,P,73,195,1998-09-03,,Active,27,greatfallsvoyagers
2024,xnej7f2qlndsb0a9,xnej7f2qlndsb0a9,career:5c8243eb05541e45,Antonio Fernandez,L,L,C,75,195,1999-12-01,"Tucson, Arizona",Active,28,greatfallsvoyagers
2024,8trfwljzh82q6tuy,8trfwljzh82q6tuy,career:d01b00b6e4c0c29c,Mahki Backstrom,L,L,IF,,220,2001-10-10,,Inactive,29,greatfallsvoyagers
2024,pdzrh8j18y8ey7od,pdzrh8j18y8ey7od,career:cba8e7896d9fecef,Hernan Yanez,R,R,C,,,1999-01-09,,Active,30,greatfallsvoyagers
2024,u28h192ihhns2zhd,u28h192ihhns2zhd,career:ac82fb4744cb5cf4,Nate Madej,L,L,P,73,220,1999-05-22,,Active,33,greatfallsvoyagers
2024,o80ebiiht8tlgxtg,o80ebiiht8tlgxtg,career:b252b737e78fe88b,Frank Podkul,R,R,IF,,215,1995-06-03,"Shererville, IN",Active,34,greatfallsvoyagers
2024,8l8mykq2hc7q6z9r,8l8mykq2hc7q6z9r,career:06a69d456f9a8acf,Jeff Praml,R,R,RHP,77,190,1999-05-25,,Inactive,36,greatfallsvoyagers
2024,46phbqrkgwegy01q,46phbqrkgwegy01q,career:05b45685f4da078b,Luke Powell,L,L,,,205,,,Active,38,greatfallsvoyagers
2024,r6fgla0jmdiygiu2,r6fgla0jmdiygiu2,career:303786e4d58fe262,Ryan Holgate,L,L,,,193,2000-06-08,,Inactive,41,greatfallsvoyagers
2024,d8klvmlrumxlsg7s,d8klvmlrumxlsg7s,career:08df979e4a1f081c,Kyle Schroedle,R,R,OF,75,210,2000-03-17,"Redding, CA",Inactive,81,greatfallsvoyagers
2024,vtp5ksexz970stpl,vtp5ksexz970stpl,career:dcf1cadb1bfd98f1,Matthew Hickey,L,L,,,180,1999-12-03,,Inactive,88,greatfallsvoyagers
2024,ipbtlu5yc26m6owr,ipbtlu5yc26m6owr,career:d795c2a01133d4bc,AJ Fritz,R,R,RHP/INF,,190,1999-08-07,"Lebanon, OH",Injured,89,greatfallsvoyagers
2024,uhmknzazn1wwpm9g,uhmknzazn1wwpm9g,career:b5446e7c7513998c,Tyler Johnson,R,R,,,235,1998-08-22,"Rochester, NY",Inactive,90,greatfallsvoyagers
2024,fev0avbucgkazlgo,fev0avbucgkazlgo,career:b84adae6dc5f2534,Jose Melendez,R,R,C,,,2003-10-03,,Inactive,91,greatfallsvoyagers
2024,un2mhznxvrcv3mo8,un2mhznxvrcv3mo8,career:5ca7f496509b2b18,Will Lavin,R,R,P,,187,2000-11-19,,Inactive,93,greatfallsvoyagers
2024,eupo52qdphok2d0r,eupo52qdphok2d0r,career:67b1662df88b37c7,Shandon Herrera,R,R,,,195,1998-12-25,"Lubbock, TX",Inactive,94,greatfallsvoyagers
2024,hqhfqgjtroaf1wbm,hqhfqgjtroaf1wbm,career:b128f90671bc0910,Livingston Morris,R,R,OF,76,220,1998-08-21,,Inactive,96,greatfallsvoyagers
2024,36993wdd7ropkpmy,36993wdd7ropkpmy,career:92e073efc91a7336,Nico Felber,R,R,,72,190,2000-04-26,"Reading, PA",Inactive,97,greatfallsvoyagers
2024,9lz3pn2hm7jt30yw,9lz3pn2hm7jt30yw,career:8c9e465ed6e15e27,Marcos Castillo,R,R,OF,72,185,1998-12-24,,Inactive,98,greatfallsvoyagers
2024,4q3v2ura6g6jf2ip,4q3v2ura6g6jf2ip,career:016cbb2bd506a8e8,Alex Verdugo,R,R,RHR,75,180,1999-06-30,"Chula Vista, CA",Inactive,99,greatfallsvoyagers
2024,avpsx2qaduubvx7h,avpsx2qaduubvx7h,career:5d0bb31676779add,Connor Harrison,L,L,P,72,190,,,Active,2,idahofallschukars
2024,wnsulpxiylblklup,wnsulpxiylblklup,career:32c6d49f3d3f3950,Tyler Dyball,R,R,P,74,185,2000-06-28,,Active,3,idahofallschukars
2024,mczsi8v8ggxut91v,mczsi8v8ggxut91v,career:b46bcbd26282011e,Sam Downs,R,R,P,79,220,2000-07-06,,Inactive,4,idahofallschukars
2024,rmcjbuh4hum24pis,rmcjbuh4hum24pis,career:dd1c20dcc30e6ffe,Kyle Jenkins,L,R,OF,73,183,1999-05-12,,Inactive,5,idahofallschukars
2024,kon77aglbiqv05v6,kon77aglbiqv05v6,career:b38390e750b7933d,Austyn Coleman,R,R,P,,200,2000-02-05,,Active,6,idahofallschukars
2024,zkdyk7md5gpj3o3w,zkdyk7md5gpj3o3w,career:060381c879ccad48,Robert Barham,R,R,C,75,220,1998-07-08,,Inactive,7,idahofallschukars
2024,piaqe8071et9bkkb,piaqe8071et9bkkb,career:3a33af18830603c4,Gabe Ramos,L,R,OF/1B,74,215,1999-09-09,,Inactive,8,idahofallschukars
2024,ngztjamb7gyli5de,ngztjamb7gyli5de,career:bbe5055591a358fa,Tyler Wyatt,R,R,IF,72,195,1996-12-09,"Glendale, AZ",Active,9,idahofallschukars
2024,snzrxsefvfmncasz,snzrxsefvfmncasz,career:4f6d3223281ac61d,Sergio Ramirez,R,R,P,69,185,2000-06-03,,Inactive,10,idahofallschukars
2024,4jf1wpxr7r3ua3dc,4jf1wpxr7r3ua3dc,career:a99ea9670b6405c9,Myles Austin,R,R,IF,75,188,2001-02-05,"Atlanta, GA",Inactive,11,idahofallschukars
2024,l8xf2v4o45fekc9t,l8xf2v4o45fekc9t,career:eef4cea88cf390d8,Nicolo Pinazzi,L,L,LHR,74,200,1999-10-25,"Milano, Italy",Active,11,idahofallschukars
2024,9kqnejirklvoikti,9kqnejirklvoikti,career:4436735332aa8c58,Brandon Bohning,R,R,SS,,180,1999-02-08,,Active,12,idahofallschukars
2024,rvdqzhw0afsr2t8b,rvdqzhw0afsr2t8b,career:135cae742414e21e,Bryant Bagshaw,R,R,P,73,185,1999-09-24,"Lake Havasu, AZ",Inactive,13,idahofallschukars
2024,n9lstztlg4d3iipo,n9lstztlg4d3iipo,career:f55b3475370d2eb1,Owen Sharts,R,R,P,74,190,1999-11-23,,Active,13,idahofallschukars
2024,awa8dok4oivihm50,awa8dok4oivihm50,career:93d5338f1b9fef16,Noah Gent,R,R,2B,72,205,2000-10-18,,Inactive,15,idahofallschukars
2024,e70l07jap433trbp,e70l07jap433trbp,career:0ce97d6e3453ab5a,Trevor Rogers,L,L,1B,75,205,1998-10-30,,Active,15,idahofallschukars
2024,fu9t69ot5sqemdf9,fu9t69ot5sqemdf9,career:b8010e291960e357,Ryan Mccarthy,R,R,C,69,185,,,Active,17,idahofallschukars
2024,ur1t6gz98gh9y0ie,ur1t6gz98gh9y0ie,career:cb3fdded6ac6db73,Nate Weeldreyer,R,R,P,73,220,2000-10-31,,Injured,18,idahofallschukars
2024,u4g697iezy47tc83,u4g697iezy47tc83,career:1e03e19be9c080fb,Theo Hardy,R,R,INF,,,2001-11-27,,Inactive,19,idahofallschukars
2024,95gbasl0yx1gsw58,95gbasl0yx1gsw58,career:83c6e7333e36f0b4,Luke Hempel,S,R,P,77,195,2000-01-02,,Active,20,idahofallschukars
2024,q13vtm4wki9sm0jc,q13vtm4wki9sm0jc,career:6333a47ead41e8d3,Zaid Walker,R,R,OF,74,210,1999-11-06,,Inactive,21,idahofallschukars
2024,oucjjh7nh43wiwl7,oucjjh7nh43wiwl7,career:f075f1d5ff5c4c0b,Dusty Baird,R,R,P,80,220,1997-09-24,"Indianapolis, IN",Injured,22,idahofallschukars
2024,ymk57n88vcjs40at,ymk57n88vcjs40at,career:b357b7fbb99699b4,Kevin Johnson,R,R,OF,73,185,1999-01-26,,Inactive,24,idahofallschukars
2024,91jdicgbk4tmbrnk,91jdicgbk4tmbrnk,career:7553ba300a08a8d1,Jacob Jablonski,S,R,INF,74,215,1999-02-05,,Active,25,idahofallschukars
2024,7ygvtnwjlgcnq19p,7ygvtnwjlgcnq19p,career:b419855c0442cfa6,Nate Lamb,L,L,P,77,230,,Greenville South Carolina,Inactive,26,idahofallschukars
2024,a0pqpmbe7rvl1bag,a0pqpmbe7rvl1bag,career:d7615cbafe20121c,Michael Bono,R,R,P,73,177,1996-11-03,,Inactive,27,idahofallschukars
2024,ul7h0bcu6o7du6ue,ul7h0bcu6o7du6ue,career:9e7c6d3057c7b9d0,Roberto Gonzalez,R,R,INF,,,2000-03-27,,Inactive,27,idahofallschukars
2024,7w57ifk3meih3z40,7w57ifk3meih3z40,career:43ee4561d6ccd6f7,Luke Navigato,R,R,2B,71,180,1995-09-07,,Injured,27,idahofallschukars
2024,n7fadvlzeewkd5t9,n7fadvlzeewkd5t9,career:083a8a0e1f8f8480,Garret Ostrander,R,R,INF,71,190,2002-01-29,,Active,27,idahofallschukars
2024,ldjyx02lg6bt2cio,ldjyx02lg6bt2cio,career:3786167658028b57,Steven Ordorica,R,R,P,,180,,,Active,28,idahofallschukars
2024,5ovlutx9soxgativ,5ovlutx9soxgativ,career:cc2fc9170d506f53,Chase Stratton,R,L,P,69,200,,"Clearfield, Utah",Inactive,29,idahofallschukars
2024,dtq1falw3q8c2jdb,dtq1falw3q8c2jdb,career:fe5c8dd908728cc8,Chris Monroe,R,R,1B,77,250,1999-02-26,"Champaign, IL",Inactive,30,idahofallschukars
2024,mleqrzubv7q2xjae,mleqrzubv7q2xjae,career:6e7253cd68de14e9,Casey Minchey,L,L,RHS,,,1999-12-07,,Inactive,31,idahofallschukars
2024,f3efkg1s7kbcokz9,f3efkg1s7kbcokz9,career:ac44d596c12feef4,Nick Iannantone,L,R,OF,74,235,2001-03-09,,Active,32,idahofallschukars
2024,vycie1yyk0hsk8hu,vycie1yyk0hsk8hu,career:6b58f8040e81cc5e,Caleb Reyes,R,R,P,72,210,2000-10-03,,Active,33,idahofallschukars
2024,4vyx9nyk5pts61cq,4vyx9nyk5pts61cq,career:e7998ea55c8aebfc,Tyler Naumann,L,L,P,74,195,1998-05-14,,Active,34,idahofallschukars
2024,w06ibvt0d4952b14,w06ibvt0d4952b14,career:4439d13ebb700c12,Craig Corliss,R,R,C/1B,72,215,1997-06-24,"Providence, RI",Inactive,35,idahofallschukars
2024,x41lkemkkye4unth,x41lkemkkye4unth,career:4fc4ed97e8cd9c80,Rob Hughes,R,R,P,,,2001-01-07,,Active,36,idahofallschukars
2024,bfkk9fpy6g6xatbv,bfkk9fpy6g6xatbv,career:1ebd066e62b252e1,Ryan Jares,R,R,RHS,74,205,,"Jacksonville, FL",Inactive,37,idahofallschukars
2024,y1d3fv4aiq9nqiv0,y1d3fv4aiq9nqiv0,career:6b530c9e64b17b46,Gary Grosjean,S,R,P,,,2000-04-30,,Active,38,idahofallschukars
2024,4loj04h494ytbc5u,4loj04h494ytbc5u,career:0b1a6f64ba77e01b,Thomas McCaffrey,R,R,C,71,205,2001-11-30,"Santa Monica, CA",Active,39,idahofallschukars
2024,b12fo10p82boenc5,b12fo10p82boenc5,career:8169d51abec5d3b7,Grady Morgan,L,R,OF,74,215,2000-06-27,,Active,40,idahofallschukars
2024,att5bqtnezkgbyfy,att5bqtnezkgbyfy,career:3c9ace098655f91d,Brian Williams,R,R,P,74,200,1997-12-24,"Bryan, TX",Active,45,idahofallschukars
2024,69m1ixrfhcb4d7je,69m1ixrfhcb4d7je,career:8c8a85a22134552c,Connor Caporale,R,R,P,76,185,1998-11-01,Vacaville CA,Inactive,47,idahofallschukars
2024,bro5qynlwrwb332v,bro5qynlwrwb332v,career:c0d7cf910d829cbe,Garrett VanDeventer,L,L,P,,,2001-08-23,,Inactive,47,idahofallschukars
2024,xk2o184at8ug84wo,xk2o184at8ug84wo,career:addb5a84a158f984,Jacob Shanks,R,R,OF,72,180,1999-06-29,,Active,48,idahofallschukars
2024,sun21p081dja7tx6,sun21p081dja7tx6,career:1857f38d3806d030,Robbie Brown,R,R,P,75,210,1998-02-27,"Fort Mohave, AZ",Inactive,49,idahofallschukars
2024,w6l1imwauso622tx,w6l1imwauso622tx,career:1a68c6cc6e4fde48,Garrett Crowley,R,L,P,,225,1999-12-06,,Active,50,idahofallschukars
2024,8l75ehpmydc46lq3,8l75ehpmydc46lq3,career:a64fb5cab813b96f,Trevor Jackson,R,R,RHP,,,1997-11-06,"Las Vegas, NV",Active,77,idahofallschukars
2024,jcnju9ohz36hq737,jcnju9ohz36hq737,career:6d2bb93833d5f68a,Anthony Mata,R,R,INF,74,180,2002-02-22,,Active,91,idahofallschukars
2024,aw07u2r2viwnmdzg,aw07u2r2viwnmdzg,career:a71bbb8f07f51c8a,Chase Hanson,L,R,OF,76,200,1999-10-12,,Active,95,idahofallschukars
2024,9mbfs3zl3lyaizmf,9mbfs3zl3lyaizmf,career:bfeaa117dc648eb0,Anthony Quattrocchi,R,R,P,74,194,,,Injured,97,idahofallschukars
2024,fwxon5l9s76og2ux,fwxon5l9s76og2ux,career:c71d6e98d0af145f,John Czeslawski,R,R,P,76,215,1999-10-09,"Chicago, IL",Inactive,98,idahofallschukars
2024,jom34rf64bxd763d,jom34rf64bxd763d,career:bf51330c0ce46264,Owen Young,R,R,1B,76,190,1997-06-21,"Alexandria, IN",Inactive,99,idahofallschukars
2024,cr58tx8qwj3he6zd,cr58tx8qwj3he6zd,career:7a0fca4dd81a83fa,Patrick Chung,L,R,IF,67,165,1995-06-15,"Everett, Washington",Active,1,missoulapaddleheads
2024,glrhrgv4qegkywkb,glrhrgv4qegkywkb,career:085d6419aba197e4,Kamron Willman,R,R,IF,75,175,1998-02-25,"Bakersfield, CA",Active,2,missoulapaddleheads
2024,aen6hvh3710j9fp4,aen6hvh3710j9fp4,career:4f006d41c196a106,Hayden Travinski,R,R,,75,228,2000-10-17,"Shreveport, LA",Active,3,missoulapaddleheads
